name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/10-bounded-repeat/letters-ru,count,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,248919,8056,4.51s,372.17us,0.00ns,372.38us,2.53us,368.65us,489.37us
curated/10-bounded-repeat/context,count,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,7384531,45,4.61s,68.16ms,0.00ns,67.98ms,440.24us,67.19ms,68.51ms
curated/10-bounded-repeat/capitals,count,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,7384531,351,4.56s,8.56ms,0.00ns,8.56ms,15.04us,8.54ms,8.68ms
curated/10-bounded-repeat/compile-context,compile,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,,39440,4.51s,58.70us,0.00ns,58.81us,1.66us,54.27us,175.61us
curated/10-bounded-repeat/compile-capitals,compile,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,,41322,4.56s,56.90us,0.00ns,56.97us,1.28us,53.01us,174.57us
curated/11-unstructured-to-json/extract,grep-captures,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,23952,14516,4.51s,206.87us,0.00ns,206.64us,2.54us,194.88us,375.63us
curated/11-unstructured-to-json/compile,compile,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,,106206,4.57s,20.13us,0.00ns,20.16us,737.00ns,17.92us,98.72us
curated/12-dictionary/single,count,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,61436,36414,4.56s,82.22us,0.00ns,82.36us,1.14us,81.89us,198.13us
curated/12-dictionary/multi,count,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,61436,9572,4.56s,313.71us,0.00ns,313.40us,5.79us,297.84us,437.25us
curated/12-dictionary/compile-single,compile,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,,387,4.51s,7.71ms,0.00ns,7.63ms,195.51us,7.07ms,7.87ms
curated/12-dictionary/compile-multi,compile,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,,220,4.56s,13.06ms,1.35us,13.07ms,109.29us,12.84ms,13.31ms
curated/13-noseyparker/single,count,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,32514634,13,4.91s,242.73ms,0.00ns,241.97ms,4.48ms,235.62ms,247.02ms
curated/13-noseyparker/multi,count,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,32514634,11,5.06s,299.36ms,0.00ns,295.80ms,6.02ms,285.82ms,299.75ms
curated/13-noseyparker/compile-single,compile,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,,1341,4.51s,2.02ms,0.00ns,2.02ms,12.62us,1.98ms,2.13ms
curated/13-noseyparker/compile-multi,compile,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,,1131,4.51s,2.41ms,0.00ns,2.42ms,21.69us,2.38ms,2.56ms
curated/14-quadratic/1x,count,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,100,556272,4.68s,5.33us,0.00ns,5.36us,241.00ns,5.27us,119.26us
curated/14-quadratic/2x,count,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,200,134828,4.57s,22.16us,0.00ns,22.22us,561.00ns,22.05us,137.26us
curated/14-quadratic/10x,count,0.1.0 (rev 79305bcb5f),rust/regex,1.12.2,,1000,5235,4.51s,572.78us,0.00ns,573.05us,3.51us,571.38us,688.78us
